CountryCode,CountryName,CoverageType,RequestYear,DataYear,DataType,PovertyLine,HeadCount,PovGap,PovGapSqr,ReqYearPopulation,PovertyLine.extreme,HeadCount.extreme,PovGap.extreme,PovGapSqr.extreme
LKA,Sri Lanka,N,1981,1985,X,1.832237,0.2147157,0.0473652,0.01557804,15.273391,1.9,0.2358611,0.05371055,0.01802679
LKA,Sri Lanka,N,1984,1985,X,1.832237,0.1402554,0.02734592,0.008396038,15.951422,1.9,0.1576247,0.03168128,0.009874557
LKA,Sri Lanka,N,1987,,X,1.832237,0.1030761,0.01876184,0.005531413,16.647945,1.9,0.1176989,0.02202502,0.006571575
LKA,Sri Lanka,N,1990,,X,1.832237,0.08850533,0.01532652,0.004278301,17.329713,1.9,0.1005792,0.01816695,0.005151144
LKA,Sri Lanka,N,1993,,X,1.832237,0.07358519,0.0128641,0.003676346,17.928576,1.9,0.08684451,0.0152683,0.004402931
LKA,Sri Lanka,N,1996,,X,1.832237,0.08556788,0.01612967,0.004822558,18.37212,1.9,0.1004778,0.01887583,0.005709388
LKA,Sri Lanka,N,1999,,X,1.832237,0.07039516,0.01244661,0.003461706,18.669103,1.9,0.08145607,0.01470538,0.004169393
LKA,Sri Lanka,N,2002,2002,X,1.832237,0.07202366,0.01172577,0.003130902,19.0593,1.9,0.08250055,0.01406442,0.003814058
LKA,Sri Lanka,N,2005,,X,1.832237,0.04387383,0.006684448,0.001697355,19.524558,1.9,0.05222304,0.008149787,0.00209719
LKA,Sri Lanka,N,2008,,X,1.832237,0.02263804,0.003492586,0.0009129452,19.945832,1.9,0.02710671,0.004253815,0.001119729
LKA,Sri Lanka,N,2010,,X,1.832237,0.02038208,0.003183239,0.0008459567,20.198353,1.9,0.02323545,0.003847574,0.001032791
LKA,Sri Lanka,N,2011,,X,1.832237,0.01627899,0.002556846,0.0006660995,20.315017,1.9,0.02004288,0.003112934,0.0008175819
LKA,Sri Lanka,N,2012,,X,1.832237,0.0168491,0.002577184,0.0006654867,20.425,1.9,0.02043539,0.003150651,0.000819149
LKA,Sri Lanka,N,2013,,X,1.832237,0.01033652,0.001495524,0.0003761965,20.585,1.9,0.01264225,0.00185274,0.0004668003
LKA,Sri Lanka,N,2015,,X,1.832237,0.005125345,0.0006782915,0.0001611449,20.966,1.9,0.006678322,0.0008578974,0.0002035018
LSO,Lesotho,N,1981,1986.54,X,1.220719,0.3584757,0.1577628,0.08939091,1.34369,1.9,0.5221685,0.2604394,0.1627667
LSO,Lesotho,N,1984,1986.54,X,1.220719,0.3425631,0.148609,0.08318479,1.442212,1.9,0.5043861,0.2484315,0.1538484
LSO,Lesotho,N,1987,,X,1.220719,0.3419967,0.150693,0.08567137,1.52546,1.9,0.5008481,0.2490722,0.1556506
LSO,Lesotho,N,1990,,X,1.220719,0.3481585,0.1654557,0.1010416,1.603938,1.9,0.4903876,0.2573954,0.1687172
LSO,Lesotho,N,1993,,X,1.220719,0.3650277,0.1855807,0.1190713,1.700362,1.9,0.4937328,0.2746425,0.1872419
LSO,Lesotho,N,1996,,X,1.220719,0.387072,0.194964,0.1255408,1.787273,1.9,0.5179472,0.2881679,0.1967984
LSO,Lesotho,N,1999,,X,1.220719,0.4183357,0.2053767,0.1303319,1.850527,1.9,0.5709238,0.3100634,0.2085477
LSO,Lesotho,N,2002,,X,1.220719,0.435497,0.2077958,0.1296767,1.902312,1.9,0.6079463,0.3217349,0.2125416
LSO,Lesotho,N,2005,,X,1.220719,0.437601,0.2076474,0.128899,1.949543,1.9,0.6135681,0.3226335,0.2125367
LSO,Lesotho,N,2008,,X,1.220719,0.4324525,0.2050227,0.1268355,1.99993,1.9,0.5991455,0.3185409,0.2098059
LSO,Lesotho,N,2010,2010,X,1.220719,0.4335622,0.2049401,0.1265906,2.040551,1.9,0.5965439,0.3183474,0.2096736
LSO,Lesotho,N,2011,2010,X,1.220719,0.4070189,0.1927587,0.1181448,2.064166,1.9,0.5787668,0.3029923,0.1978632
LSO,Lesotho,N,2012,2010,X,1.220719,0.3899085,0.1830917,0.1114394,2.089928,1.9,0.5596391,0.2904776,0.1883618
LSO,Lesotho,N,2013,2010,X,1.220719,0.3880981,0.1820094,0.1106918,2.117361,1.9,0.5576651,0.2890725,0.1872957
LSO,Lesotho,N,2015,2010,X,1.220719,0.3760895,0.1756382,0.1062841,2.174645,1.9,0.5478108,0.280694,0.1809814
MAR,Morocco,N,1981,1984.5,X,1.453525,0.07479542,0.01298756,0.0030552,20.511601,1.9,0.1500171,0.03615731,0.01192677
MAR,Morocco,N,1984,1984.5,X,1.453525,0.04980044,0.006754467,0.001235387,22.03761,1.9,0.1127929,0.02411139,0.007023284
MAR,Morocco,N,1987,,X,1.453525,0.02422313,0.002561409,0.0004602543,23.497766,1.9,0.07715877,0.01354039,0.003422614
MAR,Morocco,N,1990,,X,1.453525,0.008561601,0.001139912,0.000310533,24.879136,1.9,0.0422488,0.006266172,0.001548386
MAR,Morocco,N,1993,,X,1.453525,0.01821869,0.002824435,0.0007518672,26.237417,1.9,0.05775192,0.01061582,0.003078082
MAR,Morocco,N,1996,,X,1.453525,0.01459085,0.002088581,0.0005471224,27.460603,1.9,0.05304908,0.009097148,0.002477278
MAR,Morocco,N,1999,,X,1.453525,0.02157981,0.003339108,0.0009253637,28.514798,1.9,0.07155859,0.01299044,0.003732196
MAR,Morocco,N,2002,,X,1.453525,0.02090704,0.004050171,0.001278954,29.512368,1.9,0.0574099,0.01198358,0.003963022
MAR,Morocco,N,2005,,X,1.453525,0.01426509,0.002651835,0.0007851968,30.52107,1.9,0.04231412,0.008337469,0.002641017
MAR,Morocco,N,2008,,X,1.453525,0.007278406,0.001235343,0.0003229607,31.596855,1.9,0.02251484,0.004315174,0.001282777
MAR,Morocco,N,2010,,X,1.453525,0.005461397,0.000865802,0.0002221623,32.409639,1.9,0.01795555,0.003156114,0.0009128679
MAR,Morocco,N,2011,,X,1.453525,0.004457768,0.0006533389,0.0001710086,32.858823,1.9,0.01425571,0.002491519,0.0007135305
MAR,Morocco,N,2012,,X,1.453525,0.003548784,0.0005360183,0.0001468002,33.333789,1.9,0.01221856,0.002108379,0.0006026235
MAR,Morocco,N,2013,,X,1.453525,0.00294819,0.0004763935,0.000135809,33.824769,1.9,0.01063177,0.001882482,0.0005390169
MAR,Morocco,N,2015,2013.5,X,1.453525,0.002471822,0.0004117591,0.0001210013,34.803322,1.9,0.009231883,0.001644526,0.0004693561
MDA,Moldova,N,1981,1997,X,3.277847,0.06384449,0.01795591,0.00827137,3.429,1.9,0.018774,0.005008593,0.002094823
MDA,Moldova,N,1984,1997,X,3.277847,0.04668556,0.01433484,0.006602714,3.536,1.9,0.01414899,0.003849454,0.001597882
MDA,Moldova,N,1987,1997,X,3.277847,0.05599149,0.01658811,0.007670232,3.633,1.9,0.01680688,0.004596197,0.001913887
MDA,Moldova,N,1990,1997,X,3.277847,0.05620969,0.01665821,0.007702026,3.696,1.9,0.01680688,0.004617898,0.001923452
MDA,Moldova,N,1993,1997,X,3.277847,0.2074407,0.06298464,0.02879253,3.701,1.9,0.05634528,0.0167884,0.007761193
MDA,Moldova,N,1996,1997,X,3.277847,0.506298,0.1846177,0.09157458,3.667748,1.9,0.1964495,0.05867327,0.0267732
MDA,Moldova,N,1999,1999,X,3.277847,0.7068285,0.3111099,0.1707722,3.647001,1.9,0.3847246,0.1246351,0.05689118
MDA,Moldova,N,2002,2002,X,3.277847,0.4552294,0.1539739,0.07003463,3.623062,1.9,0.163007,0.03911905,0.0138643
MDA,Moldova,N,2005,2005,X,3.277847,0.4181561,0.1360176,0.05974074,3.595187,1.9,0.1387431,0.03294032,0.01227423
MDA,Moldova,N,2008,2008,X,3.277847,0.09596676,0.02164195,0.007400087,3.570108,1.9,0.01293627,0.002473385,0.0007412909
MDA,Moldova,N,2010,2010,X,3.277847,0.06527078,0.01173422,0.003568137,3.562045,1.9,0.005322177,0.001082271,0.0003578123
MDA,Moldova,N,2011,2011,X,3.277847,0.04911223,0.008288251,0.002368096,3.559986,1.9,0.002755851,0.0004142518,0.0001087516
MDA,Moldova,N,2012,2012,X,3.277847,0.0363671,0.006464041,0.001891703,3.559519,1.9,0.003398075,0.0003551022,7.193262e-05
MDA,Moldova,N,2013,2013,X,3.277847,0.0240268,0.003768946,0.0008937995,3.558566,1.9,0.0008480972,0.000120937,3.300486e-05
MDA,Moldova,N,2015,2015,X,3.277847,0.01611484,0.002206826,0.0004920773,3.554108,1.9,0.0003120924,3.520522e-05,3.971283e-06
MDG,Madagascar,N,1981,,X,1.42179,0.3934246,0.1432009,0.06856281,8.971345,1.9,0.5408603,0.2254954,0.1205618
MDG,Madagascar,N,1984,,X,1.42179,0.4359206,0.1630759,0.08108103,9.780872,1.9,0.5917834,0.2521684,0.1379479
MDG,Madagascar,N,1987,,X,1.42179,0.4574439,0.1721454,0.08674745,10.647754,1.9,0.6199708,0.2656539,0.1461465
MDG,Madagascar,N,1990,,X,1.42179,0.4388258,0.1594223,0.07938572,11.598633,1.9,0.6086836,0.2520736,0.1361318
MDG,Madagascar,N,1993,,X,1.42179,0.5280794,0.2011025,0.1035081,12.67546,1.9,0.6977606,0.3060404,0.1710963
MDG,Madagascar,N,1996,,X,1.42179,0.5157477,0.19712,0.1006032,13.902688,1.9,0.6870653,0.3001724,0.1672116
MDG,Madagascar,N,1999,1999,X,1.42179,0.4881709,0.1796389,0.0875336,15.282521,1.9,0.641732,0.2775123,0.1510195
MDG,Madagascar,N,2002,,X,1.42179,0.6370052,0.2833946,0.1575086,16.765117,1.9,0.7567239,0.3882798,0.2380209
MDG,Madagascar,N,2005,2005,X,1.42179,0.555069,0.1930993,0.09017769,18.336724,1.9,0.7198766,0.3072292,0.162468
MDG,Madagascar,N,2008,,X,1.42179,0.5582002,0.2027448,0.09833178,19.996469,1.9,0.7153546,0.3141927,0.1706706
MDG,Madagascar,N,2010,2010,X,1.42179,0.6552002,0.2662783,0.1384378,21.15164,1.9,0.7846992,0.381813,0.2224475
MDG,Madagascar,N,2011,,X,1.42179,0.6589423,0.2753295,0.1467586,21.743949,1.9,0.782968,0.3890314,0.2306572
MDG,Madagascar,N,2012,2012,X,1.42179,0.6547549,0.278313,0.1510527,22.346573,1.9,0.7762688,0.3899845,0.2338746
MDG,Madagascar,N,2013,2012,X,1.42179,0.6566835,0.2801315,0.1522846,22.961146,1.9,0.7777223,0.391849,0.235384
MDG,Madagascar,N,2015,2012,X,1.42179,0.6529129,0.2766093,0.1499035,24.234088,1.9,0.7746503,0.3882361,0.2324633
MEX,Mexico,N,1981,1984,X,3.587166,0.2246176,0.0748279,0.0355855,70.992195,1.9,0.0618212,0.01741944,0.00741112
MEX,Mexico,N,1984,1984,X,3.587166,0.2679579,0.09344712,0.04545308,75.780605,1.9,0.08137857,0.0233133,0.01003532
MEX,Mexico,N,1987,,X,3.587166,0.295141,0.106203,0.05270389,80.503052,1.9,0.09535533,0.02793713,0.01198113
MEX,Mexico,N,1990,,X,3.587166,0.2595095,0.08981636,0.04370725,85.357874,1.9,0.07981265,0.02251528,0.009132139
MEX,Mexico,N,1993,,X,3.587166,0.2601418,0.08913706,0.04250296,90.600453,1.9,0.07515389,0.02053131,0.007979463
MEX,Mexico,N,1996,1996,X,3.587166,0.3351253,0.1220097,0.0617176,95.687452,1.9,0.1122703,0.03374023,0.01500126
MEX,Mexico,N,1999,,X,3.587166,0.2919368,0.1105964,0.0571889,100.300579,1.9,0.1052933,0.03263878,0.01442854
MEX,Mexico,N,2002,2002,X,3.587166,0.243953,0.07984747,0.0372597,104.355608,1.9,0.06566227,0.01735314,0.006802376
MEX,Mexico,N,2005,2005,X,3.587166,0.2217167,0.07445132,0.03556934,108.472228,1.9,0.06189388,0.0177206,0.007585176
MEX,Mexico,N,2008,2008,X,3.587166,0.1752191,0.05367654,0.02370272,113.661809,1.9,0.04118811,0.009603981,0.003470303
MEX,Mexico,N,2010,2010,X,3.587166,0.1763828,0.05409645,0.02434036,117.318941,1.9,0.04213974,0.01082622,0.004354814
MEX,Mexico,N,2011,,X,3.587166,0.1727018,0.05119417,0.02247302,119.090017,1.9,0.03755186,0.009494345,0.003712104
MEX,Mexico,N,2012,2012,X,3.587166,0.172232,0.0489599,0.02095132,120.828307,1.9,0.03360067,0.00836439,0.003153199
MEX,Mexico,N,2013,,X,3.587166,0.1810154,0.05186389,0.0224905,122.535969,1.9,0.03700551,0.009467524,0.003699259
MEX,Mexico,N,2015,,X,3.587166,0.1695462,0.04765209,0.02028878,125.890949,1.9,0.03367289,0.008203702,0.003167353
MKD,"Macedonia, former Yugoslav Republic of",N,1981,1998,X,3.125479,0.03493322,0.004834998,0.0009091529,1.94153,1.9,0,0,0
MKD,"Macedonia, former Yugoslav Republic of",N,1984,1998,X,3.125479,0.03397832,0.004624214,0.0008545882,1.974415,1.9,0,0,0
MKD,"Macedonia, former Yugoslav Republic of",N,1987,1998,X,3.125479,0.02917414,0.00360652,0.0006039992,1.992274,1.9,0,0,0
MKD,"Macedonia, former Yugoslav Republic of",N,1990,1998,X,3.125479,0.08890198,0.01927612,0.005805491,1.996228,1.9,0.01210976,0.0007799624,6.744893e-05
MKD,"Macedonia, former Yugoslav Republic of",N,1993,1998,X,3.125479,0.1139574,0.02677527,0.008809179,1.984028,1.9,0.02215888,0.002271553,0.000314343
MKD,"Macedonia, former Yugoslav Republic of",N,1996,1998,X,3.125479,0.09373061,0.02070078,0.006360931,1.989443,1.9,0.01407171,0.001023405,0.0001000415
MKD,"Macedonia, former Yugoslav Republic of",N,1999,,X,3.125479,0.1428283,0.04240945,0.01691325,2.024394,1.9,0.04144603,0.00784938,0.00274566
MKD,"Macedonia, former Yugoslav Republic of",N,2002,2002,X,3.125479,0.06461714,0.01617763,0.006250873,2.048928,1.9,0.01449514,0.003271481,0.001240533
MKD,"Macedonia, former Yugoslav Republic of",N,2005,2005,X,3.125479,0.06702642,0.01723099,0.006942724,2.060272,1.9,0.01382597,0.003751785,0.001455319
MKD,"Macedonia, former Yugoslav Republic of",N,2008,2008,X,3.125479,0.04012476,0.008957826,0.003177938,2.067378,1.9,0.00618297,0.001373512,0.0007483594
MKD,"Macedonia, former Yugoslav Republic of",N,2010,2010,Y,3.125479,0.1743074,0.08960324,0.06476179,2.070739,1.9,0.1036756,0.05941743,0.04660997
MKD,"Macedonia, former Yugoslav Republic of",N,2011,2011,Y,3.125479,0.1477752,0.06993529,0.04457916,2.072383,1.9,0.08794547,0.04035764,0.02449804
MKD,"Macedonia, former Yugoslav Republic of",N,2012,2012,Y,3.125479,0.1345871,0.05615539,0.03278168,2.074036,1.9,0.06810988,0.02828742,0.01590407
MKD,"Macedonia, former Yugoslav Republic of",N,2013,2013,Y,3.125479,0.1109743,0.04211184,0.02248989,2.075739,1.9,0.05191499,0.01769955,0.009178164
MKD,"Macedonia, former Yugoslav Republic of",N,2015,2015,Y,3.125479,0.09622069,0.04208546,0.02476123,2.079308,1.9,0.05238195,0.02085965,0.01186691
MLI,Mali,N,1981,1994,X,1.313926,0.7813518,0.4387065,0.2858693,7.234303,1.9,0.8761246,0.5612831,0.401944
MLI,Mali,N,1984,1994,X,1.313926,0.8185169,0.4806779,0.3239854,7.693667,1.9,0.8985715,0.5990661,0.4410268
MLI,Mali,N,1987,1994,X,1.313926,0.7719586,0.4251437,0.2738969,8.067758,1.9,0.8682602,0.5487771,0.389396
MLI,Mali,N,1990,1994,X,1.313926,0.7587233,0.4116892,0.2622314,8.465188,1.9,0.8607574,0.5363099,0.3770336
MLI,Mali,N,1993,1994,X,1.313926,0.7466239,0.3989808,0.251342,9.105472,1.9,0.8528118,0.5243379,0.3653688
MLI,Mali,N,1996,,X,1.313926,0.6940931,0.3421422,0.203522,9.85681,1.9,0.8205498,0.4724764,0.3140871
MLI,Mali,N,1999,,X,1.313926,0.5339279,0.2055087,0.1042123,10.663723,1.9,0.7017217,0.3344982,0.1942191
MLI,Mali,N,2002,,X,1.313926,0.3620967,0.1159244,0.05075694,11.638929,1.9,0.5841292,0.228869,0.1160635
MLI,Mali,N,2005,,X,1.313926,0.2929021,0.08633358,0.03673003,12.798763,1.9,0.5245013,0.1856028,0.08946961
MLI,Mali,N,2008,,X,1.313926,0.2648784,0.07020532,0.02763317,14.138216,1.9,0.5067781,0.1685502,0.0762929
MLI,Mali,N,2010,2009.89,X,1.313926,0.2407559,0.05613513,0.01984176,15.075085,1.9,0.4958692,0.1533765,0.06474712
MLI,Mali,N,2011,2009.89,X,1.313926,0.2397876,0.05586748,0.01973667,15.540989,1.9,0.495065,0.1528798,0.06449028
MLI,Mali,N,2012,2009.89,X,1.313926,0.2642607,0.06319816,0.0226431,16.00667,1.9,0.5158449,0.1659903,0.07142918
MLI,Mali,N,2013,2009.89,X,1.313926,0.2676886,0.06445965,0.02315351,16.477818,1.9,0.5198016,0.1681763,0.07261461
MLI,Mali,N,2015,2009.89,X,1.313926,0.224135,0.05166497,0.01810143,17.467905,1.9,0.4774774,0.1449597,0.06043155
MMR,Myanmar,N,1981,2015,X,2.011491,0.9503311,0.5925497,0.4029955,34.13913,1.9,0.9423411,0.5717825,0.38132
MMR,Myanmar,N,1984,2015,X,2.011491,0.9392798,0.563337,0.3727026,36.468888,1.9,0.932832,0.5414656,0.3509605
MMR,Myanmar,N,1987,2015,X,2.011491,0.9504772,0.593427,0.403926,38.673241,1.9,0.9430725,0.5726923,0.382255
MMR,Myanmar,N,1990,2015,X,2.011491,0.9610226,0.6298608,0.4436713,40.62625,1.9,0.9559751,0.6105253,0.4223162
MMR,Myanmar,N,1993,2015,X,2.011491,0.9504772,0.5932852,0.4037754,42.209778,1.9,0.9430725,0.5725452,0.3821037
MMR,Myanmar,N,1996,2015,X,2.011491,0.9268399,0.5311411,0.3409932,43.79331,1.9,0.9171049,0.5082191,0.319373
MMR,Myanmar,N,1999,2015,X,2.011491,0.8904328,0.457818,0.2747643,45.539435,1.9,0.8666577,0.4332008,0.2541098
MMR,Myanmar,N,2002,2015,X,2.011491,0.7556157,0.3204879,0.1678553,47.14022,1.9,0.725521,0.2957777,0.1508844
MMR,Myanmar,N,2005,2015,X,2.011491,0.5427644,0.1760334,0.0778335,48.482614,1.9,0.50179,0.1558356,0.0671803
MMR,Myanmar,N,2008,2015,X,2.011491,0.3109673,0.08181994,0.0321235,49.479752,1.9,0.2742489,0.06952334,0.02686166
MMR,Myanmar,N,2010,2015,X,2.011491,0.1952842,0.04793006,0.01811526,50.155896,1.9,0.1678799,0.04011128,0.01498643
MMR,Myanmar,N,2011,2015,X,2.011491,0.1723508,0.04148203,0.01552289,50.553031,1.9,0.1457129,0.03457764,0.01280812
MMR,Myanmar,N,2012,2015,X,2.011491,0.1419719,0.03400764,0.01258342,50.986514,1.9,0.1205146,0.02832468,0.01034064
MMR,Myanmar,N,2013,2015,X,2.011491,0.1149383,0.0269855,0.009818371,51.448196,1.9,0.09770782,0.02232934,0.008029259
MMR,Myanmar,N,2015,2015,X,2.011491,0.07889408,0.01760303,0.006264653,52.403669,1.9,0.06217002,0.0145026,0.005086508
MNE,Montenegro,N,1981,2005,X,4.722296,0.004850301,0.001490285,0.0006223362,0.579445,1.9,0,0,0
MNE,Montenegro,N,1984,2005,X,4.722296,0.003939675,0.001414566,0.0005801054,0.600884,1.9,0,0,0
MNE,Montenegro,N,1987,2005,X,4.722296,0.004850301,0.001509512,0.000632351,0.608144,1.9,0,0,0
MNE,Montenegro,N,1990,2005,X,4.722296,0.008845445,0.002100081,0.0009137789,0.606372,1.9,0,0,0
MNE,Montenegro,N,1993,2005,X,4.722296,0.268883,0.06476633,0.02424773,0.61017,1.9,0.01109329,0.002200651,0.0009450247
MNE,Montenegro,N,1996,2005,X,4.722296,0.1049242,0.02199468,0.007834402,0.611003,1.9,0.003939675,0.001045271,0.0003721885
MNE,Montenegro,N,1999,2005,X,4.722296,0.1002959,0.02151451,0.007667619,0.606001,1.9,0.003939675,0.001027981,0.0003642262
MNE,Montenegro,N,2002,2005,X,4.722296,0.06626236,0.01387936,0.004952575,0.609828,1.9,0.002284184,0.0007100856,0.0002281087
MNE,Montenegro,N,2005,2005,X,4.722296,0.05626989,0.01226828,0.004375707,0.614261,1.9,0.002284184,0.00065507,0.000195752
MNE,Montenegro,N,2008,2008,X,4.722296,0.02026878,0.003992167,0.001644722,0.616969,1.9,0.00187792,0.0003750987,0.000133823
MNE,Montenegro,N,2010,2010,X,4.722296,0.02146638,0.004707284,0.001478083,0.619428,1.9,0,0,0
MNE,Montenegro,N,2011,2011,X,4.722296,0.03480294,0.008659817,0.00341326,0.620079,1.9,0.002112417,0.000823085,0.0003207079
MNE,Montenegro,N,2012,2012,X,4.722296,0.05928119,0.01966963,0.01053709,0.620601,1.9,0.01264296,0.00520577,0.002380653
MNE,Montenegro,N,2013,2013,X,4.722296,0.0454163,0.0168054,0.008820053,0.621207,1.9,0.01038304,0.002299887,0.0005215423
MNE,Montenegro,N,2015,2014,X,4.722296,0.02692285,0.006245275,0.001853624,0.622159,1.9,0,0,0
MNG,Mongolia,N,1981,1995,X,2.639067,0.2690144,0.07478378,0.02823066,1.733475,1.9,0.1313918,0.02833761,0.008981264
MNG,Mongolia,N,1984,1995,X,2.639067,0.2128317,0.05397148,0.0185862,1.87109,1.9,0.09274144,0.01786762,0.005238922
MNG,Mongolia,N,1987,1995,X,2.639067,0.1752236,0.04184669,0.01431843,2.033343,1.9,0.0664576,0.01166543,0.003234995
MNG,Mongolia,N,1990,1995,X,2.639067,0.1806479,0.04362525,0.01505636,2.184145,1.9,0.06977756,0.01240316,0.003463459
MNG,Mongolia,N,1993,1995,X,2.639067,0.2977043,0.0859276,0.03365409,2.2632,1.9,0.1516511,0.03438352,0.01130777
MNG,Mongolia,N,1996,,X,2.639067,0.3368772,0.1031903,0.04402908,2.316567,1.9,0.1749556,0.0453278,0.01729958
MNG,Mongolia,N,1999,,X,2.639067,0.3708229,0.1181248,0.05241901,2.376162,1.9,0.1964757,0.05374199,0.02083256
MNG,Mongolia,N,2002,2002,X,2.639067,0.225284,0.05952582,0.02322243,2.443659,1.9,0.09729579,0.02161772,0.007498455
MNG,Mongolia,N,2005,,X,2.639067,0.1261301,0.02759766,0.009182333,2.526446,1.9,0.03871625,0.007193056,0.002237565
MNG,Mongolia,N,2008,,X,2.639067,0.05225234,0.008768138,0.002463758,2.628131,1.9,0.01083947,0.001657398,0.0004086294
MNG,Mongolia,N,2010,2010,X,2.639067,0.05121748,0.008079115,0.002048778,2.71265,1.9,0.007948877,0.001091281,0.0002583637
MNG,Mongolia,N,2011,2011,X,2.639067,0.03384153,0.005215509,0.001278694,2.761516,1.9,0.005694407,0.0006421694,0.000112605
MNG,Mongolia,N,2012,2012,X,2.639067,0.01799369,0.002961845,0.0008379763,2.814226,1.9,0.003762205,0.000591615,0.0001485702
MNG,Mongolia,N,2013,,X,2.639067,0.01515796,0.002335571,0.0006399869,2.869107,1.9,0.002710073,0.0004154069,9.311795e-05
MNG,Mongolia,N,2015,,X,2.639067,0.01703543,0.002626908,0.0006692007,2.976877,1.9,0.003204602,0.0003773923,7.59562e-05
MOZ,Mozambique,N,1981,1996.27,X,1.507567,0.7922807,0.4560997,0.3037745,12.133074,1.9,0.8498593,0.5318829,0.3754231
MOZ,Mozambique,N,1984,1996.27,X,1.507567,0.875626,0.5739017,0.4179168,12.85378,1.9,0.9098444,0.6403229,0.4891771
MOZ,Mozambique,N,1987,1996.27,X,1.507567,0.8557144,0.5397874,0.3832247,13.020861,1.9,0.8955891,0.6094313,0.4552956
MOZ,Mozambique,N,1990,1996.27,X,1.507567,0.8247654,0.4964296,0.3412624,13.247649,1.9,0.8727398,0.5696599,0.4135382
MOZ,Mozambique,N,1993,1996.27,X,1.507567,0.8293457,0.5034938,0.3479696,14.636995,1.9,0.8770093,0.5761787,0.4202741
MOZ,Mozambique,N,1996,1996.27,X,1.507567,0.7714988,0.4318388,0.2820574,16.248232,1.9,0.8332514,0.5087281,0.3529802
MOZ,Mozambique,N,1999,,X,1.507567,0.7471156,0.3809115,0.2331361,17.584869,1.9,0.8194779,0.464501,0.3046425
MOZ,Mozambique,N,2002,,X,1.507567,0.7299149,0.3361943,0.1913615,19.139658,1.9,0.8103535,0.4265423,0.2631151
MOZ,Mozambique,N,2005,,X,1.507567,0.6661223,0.2882708,0.1584554,20.92307,1.9,0.7701678,0.3779606,0.2243301
MOZ,Mozambique,N,2008,,X,1.507567,0.5864639,0.2408762,0.1296618,22.846758,1.9,0.7032679,0.3249735,0.1873931
MOZ,Mozambique,N,2010,,X,1.507567,0.5583202,0.227447,0.122353,24.221405,1.9,0.6748347,0.3081303,0.177122
MOZ,Mozambique,N,2011,,X,1.507567,0.5427477,0.2207741,0.1183357,24.939005,1.9,0.6587196,0.2999647,0.1718298
MOZ,Mozambique,N,2012,,X,1.507567,0.5313053,0.2140328,0.1141,25.676606,1.9,0.6446404,0.2921067,0.1664385
MOZ,Mozambique,N,2013,,X,1.507567,0.5186482,0.2076797,0.1099671,26.434372,1.9,0.6344265,0.2849451,0.161305
MOZ,Mozambique,N,2015,2014.44,X,1.507567,0.4928762,0.1923687,0.1000351,28.010691,1.9,0.6160454,0.2678569,0.1489522
MRT,Mauritania,N,1981,1987,X,2.685377,0.5257633,0.240087,0.1443474,1.578938,1.9,0.3627656,0.1547253,0.0887755
MRT,Mauritania,N,1984,1987,X,2.685377,0.5794635,0.2715218,0.1656807,1.720812,1.9,0.4094079,0.1779755,0.103615
MRT,Mauritania,N,1987,1987,X,2.685377,0.5691846,0.2653329,0.1614374,1.870978,1.9,0.4002288,0.1733392,0.1006398
MRT,Mauritania,N,1990,,X,2.685377,0.6013321,0.2643942,0.1505766,2.03014,1.9,0.4176934,0.1608484,0.08506546
MRT,Mauritania,N,1993,1993,X,2.685377,0.6083267,0.2477099,0.1290233,2.199791,1.9,0.4112137,0.1364659,0.06221383
MRT,Mauritania,N,1996,,X,2.685377,0.3668117,0.1253365,0.05925135,2.397245,1.9,0.1975117,0.05799716,0.02591637
MRT,Mauritania,N,1999,,X,2.685377,0.3516881,0.1157815,0.05257745,2.628803,1.9,0.1873011,0.05147975,0.02065491
MRT,Mauritania,N,2002,,X,2.685377,0.3646798,0.1158058,0.05127991,2.873228,1.9,0.1859331,0.04976971,0.0192704
MRT,Mauritania,N,2005,,X,2.685377,0.2988212,0.08561135,0.03569232,3.13072,1.9,0.1336947,0.03303459,0.01237899
MRT,Mauritania,N,2008,2008,X,2.685377,0.2469598,0.07064335,0.02967345,3.407541,1.9,0.1076707,0.0272681,0.01067966
MRT,Mauritania,N,2010,,X,2.685377,0.2419008,0.06763267,0.02815238,3.609543,1.9,0.1017258,0.02576759,0.009985303
MRT,Mauritania,N,2011,,X,2.685377,0.2234052,0.06147663,0.02527603,3.717672,1.9,0.09221453,0.02297572,0.008793818
MRT,Mauritania,N,2012,,X,2.685377,0.2014712,0.05459372,0.02210071,3.830239,1.9,0.08023579,0.01993557,0.007500393
MRT,Mauritania,N,2013,,X,2.685377,0.1789957,0.04708817,0.0187322,3.94617,1.9,0.06901059,0.01676516,0.006164767
MRT,Mauritania,N,2015,2014,X,2.685377,0.1651665,0.04264261,0.01672953,4.182341,1.9,0.06244961,0.01487211,0.005358145
MWI,Malawi,N,1981,1997.83,X,0.7049102,0.08730385,0.02094058,0.008271526,6.327569,1.9,0.6553201,0.261429,0.1315178
MWI,Malawi,N,1984,1997.83,X,0.7049102,0.07823226,0.01921228,0.007606076,6.895928,1.9,0.6390388,0.2507051,0.1244897
MWI,Malawi,N,1987,1997.83,X,0.7049102,0.1136819,0.02684656,0.01050133,8.120093,1.9,0.6908504,0.2921216,0.1523774
