CountryCode,CountryName,CoverageType,RequestYear,DataYear,DataType,PovertyLine,HeadCount,PovGap,PovGapSqr,ReqYearPopulation,PovertyLine.extreme,HeadCount.extreme,PovGap.extreme,PovGapSqr.extreme
ECU,Ecuador,N,2010,2010,Y,2.738864,0.1100083,0.03819662,0.01974957,14.93469,1.9,0.05616023,0.01904745,0.01005766
ECU,Ecuador,N,2011,2011,Y,2.738864,0.09510884,0.03343071,0.01813195,15.177355,1.9,0.04669198,0.01751525,0.0102642
ECU,Ecuador,N,2012,2012,Y,2.738864,0.08718413,0.03056858,0.0158378,15.419666,1.9,0.04463316,0.01534006,0.008077879
ECU,Ecuador,N,2013,2013,Y,2.738864,0.06999717,0.02231932,0.01094127,15.661547,1.9,0.03241089,0.01031767,0.005223159
ECU,Ecuador,N,2015,2015,Y,2.738864,0.07072683,0.02424282,0.01270713,16.144368,1.9,0.03440066,0.01231283,0.006689058
EGY,"Egypt, Arab Republic of",N,1981,1990.5,X,2.496873,0.3427367,0.08224773,0.02678323,45.216506,1.9,0.1677069,0.03020535,0.008253444
EGY,"Egypt, Arab Republic of",N,1984,1990.5,X,2.496873,0.2795442,0.06084643,0.0180209,48.868951,1.9,0.1207019,0.01957113,0.005019844
EGY,"Egypt, Arab Republic of",N,1987,1990.5,X,2.496873,0.2533327,0.05357254,0.01636812,53.066229,1.9,0.0999446,0.01540675,0.003850929
EGY,"Egypt, Arab Republic of",N,1990,1990.5,X,2.496873,0.2166278,0.04294717,0.01252566,57.412215,1.9,0.07668114,0.0111473,0.002720415
EGY,"Egypt, Arab Republic of",N,1993,,X,2.496873,0.2071531,0.03793649,0.01051256,61.275601,1.9,0.06298835,0.008737753,0.002145932
EGY,"Egypt, Arab Republic of",N,1996,,X,2.496873,0.1779526,0.02940631,0.00771708,64.933456,1.9,0.04352477,0.005954984,0.001555418
EGY,"Egypt, Arab Republic of",N,1999,,X,2.496873,0.1071177,0.01705243,0.004734035,68.626664,1.9,0.02389481,0.00389145,0.001285875
EGY,"Egypt, Arab Republic of",N,2002,,X,2.496873,0.1174767,0.020378,0.005754371,72.590118,1.9,0.03184614,0.004936685,0.001383589
EGY,"Egypt, Arab Republic of",N,2005,,X,2.496873,0.1482269,0.02658516,0.007376139,76.778149,1.9,0.04308576,0.006314408,0.001520274
EGY,"Egypt, Arab Republic of",N,2008,,X,2.496873,0.1341,0.02432798,0.006896642,80.953881,1.9,0.03950644,0.006059989,0.00150387
EGY,"Egypt, Arab Republic of",N,2010,,X,2.496873,0.118157,0.02035862,0.005576091,84.107606,1.9,0.0326673,0.004721905,0.00113305
EGY,"Egypt, Arab Republic of",N,2011,,X,2.496873,0.1048047,0.01796341,0.004899215,85.897561,1.9,0.0284226,0.004135384,0.0009929675
EGY,"Egypt, Arab Republic of",N,2012,,X,2.496873,0.09108875,0.01563424,0.004326952,87.813257,1.9,0.02443186,0.003730707,0.0009172792
EGY,"Egypt, Arab Republic of",N,2013,,X,2.496873,0.08151425,0.01387776,0.003821911,89.807433,1.9,0.02144696,0.003302771,0.0007956198
EGY,"Egypt, Arab Republic of",N,2015,2015,X,2.496873,0.05401813,0.008797016,0.002211531,93.778172,1.9,0.01348788,0.001620904,0.0003601854
ETH,Ethiopia,N,1981,1995.25,X,1.095925,0.228337,0.057812,0.02144718,36.120288,1.9,0.5946144,0.2152359,0.1014045
ETH,Ethiopia,N,1984,1995.25,X,1.095925,0.2481281,0.06325642,0.02376422,39.518801,1.9,0.6118483,0.2269254,0.1085034
ETH,Ethiopia,N,1987,1995.25,X,1.095925,0.2436741,0.06178594,0.02313631,43.493283,1.9,0.6077861,0.2238346,0.1066098
ETH,Ethiopia,N,1990,1995.25,X,1.095925,0.2907807,0.07608014,0.02927985,48.086516,1.9,0.6510798,0.2521115,0.1242793
ETH,Ethiopia,N,1993,1995.25,X,1.095925,0.3920125,0.1129318,0.04607857,53.532956,1.9,0.731055,0.3132604,0.1653268
ETH,Ethiopia,N,1996,,X,1.095925,0.2925831,0.07561368,0.02910231,59.155148,1.9,0.6598836,0.2525954,0.1240001
ETH,Ethiopia,N,1999,,X,1.095925,0.20543,0.04390378,0.01475123,64.640054,1.9,0.6352209,0.2073279,0.09023037
ETH,Ethiopia,N,2002,,X,1.095925,0.1114611,0.0199566,0.005644868,70.497192,1.9,0.5157024,0.1459565,0.05624708
ETH,Ethiopia,N,2005,,X,1.095925,0.04832395,0.00781591,0.002060725,76.727083,1.9,0.3704156,0.08733599,0.0293317
ETH,Ethiopia,N,2008,,X,1.095925,0.06526577,0.01379043,0.004527162,83.184892,1.9,0.354386,0.08934757,0.03374004
ETH,Ethiopia,N,2010,,X,1.095925,0.07654219,0.01696219,0.005770865,87.70267,1.9,0.3388057,0.09036551,0.03625804
ETH,Ethiopia,N,2011,,X,1.095925,0.07787183,0.01758627,0.006018473,90.046756,1.9,0.3246957,0.0885923,0.0363618
ETH,Ethiopia,N,2012,,X,1.095925,0.08035088,0.01811079,0.006211157,92.444183,1.9,0.312683,0.08826856,0.03681782
ETH,Ethiopia,N,2013,,X,1.095925,0.07866536,0.01757246,0.005959972,94.887724,1.9,0.2965809,0.08528159,0.03575345
ETH,Ethiopia,N,2015,,X,1.095925,0.07272379,0.01565564,0.005130035,99.873033,1.9,0.2752006,0.07902356,0.03291569
FJI,Fiji,N,1981,2002.5,X,2.956578,0.2477023,0.06715269,0.02604189,0.650955,1.9,0.07701521,0.01580933,0.004960648
FJI,Fiji,N,1984,2002.5,X,2.956578,0.2993014,0.08569531,0.0347376,0.700366,1.9,0.1052349,0.02239637,0.007390471
FJI,Fiji,N,1987,2002.5,X,2.956578,0.338822,0.1016915,0.04255847,0.721725,1.9,0.1315794,0.02903464,0.009814599
FJI,Fiji,N,1990,2002.5,X,2.956578,0.2669727,0.0741836,0.02927212,0.728628,1.9,0.08513901,0.01821356,0.005833126
FJI,Fiji,N,1993,2002.5,X,2.956578,0.2591037,0.07086934,0.02774664,0.755026,1.9,0.0810007,0.01708618,0.005416416
FJI,Fiji,N,1996,2002.5,X,2.956578,0.2152202,0.05650499,0.02125189,0.784476,1.9,0.06309174,0.01236076,0.003741133
FJI,Fiji,N,1999,2002.5,X,2.956578,0.1954811,0.04932573,0.01810745,0.806494,1.9,0.05545178,0.01014149,0.002995928
FJI,Fiji,N,2002,2002.5,X,2.956578,0.1843529,0.04606707,0.01672599,0.815691,1.9,0.04989785,0.00915839,0.002685393
FJI,Fiji,N,2005,,X,2.956578,0.1486618,0.03529125,0.0122841,0.821817,1.9,0.03718931,0.006284197,0.001720345
FJI,Fiji,N,2008,,X,2.956578,0.1358807,0.03242646,0.01115627,0.84334,1.9,0.03423256,0.005697172,0.001441912
FJI,Fiji,N,2010,,X,2.956578,0.1363739,0.03105935,0.01036378,0.85995,1.9,0.02990234,0.004929455,0.001252106
FJI,Fiji,N,2011,,X,2.956578,0.1315967,0.02830835,0.009140028,0.867086,1.9,0.02513077,0.0040201,0.001022292
FJI,Fiji,N,2012,,X,2.956578,0.13005,0.02678453,0.008414584,0.873596,1.9,0.02184884,0.003432102,0.0008883349
FJI,Fiji,N,2013,,X,2.956578,0.1148409,0.0220551,0.006625441,0.879715,1.9,0.0151758,0.002420135,0.0006375816
FJI,Fiji,N,2015,2013.24,X,2.956578,0.08540374,0.01558461,0.00446502,0.892149,1.9,0.009588061,0.001560734,0.0003997095
FSM,"Micronesia, Federated States of",N,1987,2005,X,1.389986,0.05444338,0.0106741,0.003464484,0.09002,1.9,0.1338045,0.03270976,0.01186913
FSM,"Micronesia, Federated States of",N,1990,2005,X,1.389986,0.04891041,0.009510409,0.003071697,0.096331,1.9,0.1214413,0.02996626,0.01071564
FSM,"Micronesia, Federated States of",N,1993,2005,X,1.389986,0.02724477,0.005932324,0.001920789,0.103934,1.9,0.08800719,0.0208416,0.007002463
FSM,"Micronesia, Federated States of",N,1996,2005,X,1.389986,0.02885685,0.00615666,0.002003075,0.108344,1.9,0.08838327,0.0215155,0.007285456
FSM,"Micronesia, Federated States of",N,1999,2005,X,1.389986,0.03149267,0.006523848,0.002129706,0.107816,1.9,0.094808,0.0225614,0.007716155
FSM,"Micronesia, Federated States of",N,2002,2005,X,1.389986,0.02391625,0.004905199,0.00154735,0.106983,1.9,0.08465438,0.01746149,0.00570033
FSM,"Micronesia, Federated States of",N,2005,2005,X,1.389986,0.02391625,0.004613725,0.001448066,0.106196,1.9,0.08080606,0.0164586,0.005352488
FSM,"Micronesia, Federated States of",N,2008,,X,1.389986,0.05096452,0.01548692,0.007683007,0.104478,1.9,0.1126859,0.03271063,0.01512586
FSM,"Micronesia, Federated States of",N,2010,,X,1.389986,0.06178513,0.02069436,0.01089646,0.103616,1.9,0.1202757,0.03887869,0.01959278
FSM,"Micronesia, Federated States of",N,2011,,X,1.389986,0.06521424,0.0224536,0.01206179,0.103468,1.9,0.1225445,0.04068578,0.02110161
FSM,"Micronesia, Federated States of",N,2012,,X,1.389986,0.07474234,0.02655318,0.01436384,0.103503,1.9,0.1332032,0.04696919,0.02477529
FSM,"Micronesia, Federated States of",N,2013,2013,X,1.389986,0.08739614,0.03197499,0.01739192,0.103702,1.9,0.1539292,0.05549618,0.02968184
FSM,"Micronesia, Federated States of",N,2015,2013,X,1.389986,0.08506824,0.03092675,0.01683812,0.104433,1.9,0.1506619,0.05359165,0.02870234
GAB,Gabon,N,1981,2005,X,2.962397,0.1294098,0.03228913,0.01242735,0.747587,1.9,0.03367961,0.007393121,0.002741774
GAB,Gabon,N,1984,2005,X,2.962397,0.1229971,0.03061714,0.01174222,0.808083,1.9,0.0319481,0.006939836,0.002582446
GAB,Gabon,N,1987,2005,X,2.962397,0.2322994,0.06846403,0.02890757,0.876863,1.9,0.08370159,0.0198597,0.007305458
GAB,Gabon,N,1990,2005,X,2.962397,0.1643425,0.04442068,0.01766076,0.952212,1.9,0.04996026,0.01102743,0.004035239
GAB,Gabon,N,1993,2005,X,2.962397,0.1681611,0.04603955,0.01838652,1.031504,1.9,0.05166772,0.01155952,0.004226305
GAB,Gabon,N,1996,2005,X,2.962397,0.154881,0.04089063,0.01609733,1.113994,1.9,0.0457546,0.009899233,0.003633483
GAB,Gabon,N,1999,2005,X,2.962397,0.1803077,0.05044718,0.0204011,1.200773,1.9,0.05840201,0.0130452,0.004770635
GAB,Gabon,N,2002,2005,X,2.962397,0.2115113,0.06103577,0.02535107,1.294409,1.9,0.07352054,0.01698458,0.006202849
GAB,Gabon,N,2005,2005,X,2.962397,0.2222654,0.06490542,0.02719597,1.403126,1.9,0.07972463,0.01847733,0.006768025
GAB,Gabon,N,2008,,X,2.962397,0.2265876,0.06880691,0.02985082,1.536411,1.9,0.08425503,0.02122966,0.008036611
GAB,Gabon,N,2010,,X,2.962397,0.1989812,0.0599959,0.02605547,1.64021,1.9,0.07403271,0.01857223,0.007070548
GAB,Gabon,N,2011,,X,2.962397,0.1739315,0.05159682,0.02223134,1.697101,1.9,0.06311793,0.01569034,0.005940818
GAB,Gabon,N,2012,,X,2.962397,0.1556126,0.04599433,0.01977452,1.756817,1.9,0.05674549,0.01390451,0.005272154
GAB,Gabon,N,2013,,X,2.962397,0.1363649,0.04032599,0.01728411,1.817271,1.9,0.05005608,0.01208645,0.004594221
GAB,Gabon,N,2015,,X,2.962397,0.1070869,0.03192286,0.01371415,1.930175,1.9,0.03955929,0.009587678,0.003698639
GEO,Georgia,N,1981,1996,X,3.12238,0,0,0,4.5045,1.9,0,0,0
GEO,Georgia,N,1984,1996,X,3.12238,0,0,0,4.6222,1.9,0,0,0
GEO,Georgia,N,1987,1996,X,3.12238,0,0,0,4.7435,1.9,0,0,0
GEO,Georgia,N,1990,1996,X,3.12238,0,0,0,4.802,1.9,0,0,0
GEO,Georgia,N,1993,1996,X,3.12238,0.1886455,0.05823525,0.02469899,4.9111,1.9,0.06786948,0.01445977,0.004169639
GEO,Georgia,N,1996,1996,X,3.12238,0.16192,0.04798975,0.01949861,4.6161,1.9,0.05450811,0.01036996,0.002663444
GEO,Georgia,N,1999,1999,X,3.12238,0.404187,0.1549687,0.08301816,4.4525,1.9,0.1874127,0.06474133,0.03355937
GEO,Georgia,N,2002,2002,X,3.12238,0.2924471,0.09504614,0.04484361,4.357,1.9,0.1050724,0.03089132,0.01396129
GEO,Georgia,N,2005,2005,X,3.12238,0.2932507,0.09698077,0.04669703,4.19,1.9,0.1085646,0.0327399,0.01556871
GEO,Georgia,N,2008,2008,X,3.12238,0.2805378,0.09200537,0.04323747,4.03,1.9,0.1040571,0.02952169,0.01295358
GEO,Georgia,N,2010,2010,X,3.12238,0.2996531,0.1040276,0.05111905,3.926,1.9,0.1218144,0.03675827,0.01675095
GEO,Georgia,N,2011,2011,X,3.12238,0.2762561,0.09750477,0.04899357,3.875,1.9,0.1127997,0.03612267,0.01706808
GEO,Georgia,N,2012,2012,X,3.12238,0.2464329,0.07888536,0.03640168,3.825,1.9,0.08617949,0.02426013,0.0101075
GEO,Georgia,N,2013,2013,X,3.12238,0.2006541,0.0605446,0.02648958,3.776,1.9,0.06612145,0.01641638,0.006399619
GEO,Georgia,N,2015,2015,X,3.12238,0.1512928,0.04077204,0.01638137,3.7171,1.9,0.03764845,0.00905974,0.003325309
GHA,Ghana,N,1981,1987.5,X,1.8682,0.3734051,0.1204247,0.05308645,11.117605,1.9,0.3836827,0.1247448,0.05539347
GHA,Ghana,N,1984,1987.5,X,1.8682,0.4606268,0.1585749,0.07393715,12.311158,1.9,0.4717795,0.1637238,0.07683223
GHA,Ghana,N,1987,1987.5,X,1.8682,0.4239783,0.1421147,0.06481027,13.481406,1.9,0.4348402,0.1469232,0.06745625
GHA,Ghana,N,1990,,X,1.8682,0.4517888,0.1534945,0.07090973,14.62826,1.9,0.4635836,0.1585892,0.0737357
GHA,Ghana,N,1993,,X,1.8682,0.4538325,0.1564727,0.07338305,15.896432,1.9,0.4638651,0.161542,0.07622545
GHA,Ghana,N,1996,,X,1.8682,0.3952798,0.1370055,0.06492051,17.185608,1.9,0.4085896,0.1414345,0.06738672
GHA,Ghana,N,1999,,X,1.8682,0.3388131,0.1143129,0.0539644,18.477612,1.9,0.3467977,0.1181343,0.0560312
GHA,Ghana,N,2002,,X,1.8682,0.3032434,0.1039663,0.04970438,19.924522,1.9,0.3120715,0.1073729,0.05156216
GHA,Ghana,N,2005,,X,1.8682,0.2524265,0.0840896,0.04009928,21.542009,1.9,0.2580827,0.08695548,0.04160722
GHA,Ghana,N,2008,,X,1.8682,0.2067059,0.0651901,0.03027182,23.29864,1.9,0.2136504,0.0676182,0.03147118
GHA,Ghana,N,2010,,X,1.8682,0.1814323,0.05519379,0.02498556,24.512104,1.9,0.1865141,0.0573445,0.02602404
GHA,Ghana,N,2011,,X,1.8682,0.1454533,0.04315944,0.01908833,25.121796,1.9,0.1495696,0.04490491,0.01991637
GHA,Ghana,N,2012,,X,1.8682,0.1259667,0.03671872,0.01593304,25.733049,1.9,0.1309023,0.03825551,0.0166485
GHA,Ghana,N,2013,,X,1.8682,0.1147341,0.03348499,0.01452011,26.346251,1.9,0.118897,0.03488021,0.01517279
GHA,Ghana,N,2015,,X,1.8682,0.1274502,0.04169479,0.02010208,27.582821,1.9,0.1318822,0.04317139,0.02084333
GIN,Guinea,N,1981,1991,X,1.441488,0.8389733,0.5189531,0.376348,4.589784,1.9,0.9072623,0.605269,0.4570429
GIN,Guinea,N,1984,1991,X,1.441488,0.8509347,0.5324326,0.3884478,4.943144,1.9,0.9156859,0.6179295,0.4695649
GIN,Guinea,N,1987,1991,X,1.441488,0.8516445,0.5332502,0.3891874,5.381483,1.9,0.9161819,0.6186937,0.4703268
GIN,Guinea,N,1990,1991,X,1.441488,0.8440406,0.5245955,0.3813917,6.041094,1.9,0.9108454,0.610583,0.4622758
GIN,Guinea,N,1993,,X,1.441488,0.535959,0.2672552,0.1738437,7.163236,1.9,0.6402558,0.3448462,0.2311319
GIN,Guinea,N,1996,,X,1.441488,0.4016031,0.1392828,0.06472961,8.132552,1.9,0.5342248,0.2186414,0.114157
GIN,Guinea,N,1999,,X,1.441488,0.4361012,0.1559865,0.07436874,8.653769,1.9,0.575499,0.240866,0.1281323
GIN,Guinea,N,2002,,X,1.441488,0.4727901,0.1709379,0.08233378,9.137345,1.9,0.6157048,0.2617996,0.1404706
GIN,Guinea,N,2005,,X,1.441488,0.4576478,0.1587158,0.07524223,9.679745,1.9,0.6105442,0.2508292,0.1314123
GIN,Guinea,N,2008,,X,1.441488,0.3738993,0.1178023,0.05295275,10.323142,1.9,0.5501213,0.2023078,0.0991213
GIN,Guinea,N,2010,,X,1.441488,0.3632796,0.1108516,0.04852657,10.79417,1.9,0.5453506,0.1952399,0.09355264
GIN,Guinea,N,2011,,X,1.441488,0.2719741,0.07635322,0.03155612,11.03517,1.9,0.4556929,0.1458805,0.06555751
GIN,Guinea,N,2012,2012,X,1.441488,0.1950198,0.04960749,0.01924981,11.281469,1.9,0.3527258,0.1033869,0.0435348
GIN,Guinea,N,2013,2012,X,1.441488,0.1879564,0.0472811,0.01828665,11.536615,1.9,0.3419659,0.09939055,0.0416261
GIN,Guinea,N,2015,2012,X,1.441488,0.1759756,0.04361698,0.01678756,12.091533,1.9,0.3282222,0.09298795,0.03861373
GMB,"Gambia, The",N,1981,1998,X,2.047132,0.697871,0.3552329,0.2198119,0.625411,1.9,0.6684278,0.3297681,0.200027
GMB,"Gambia, The",N,1984,1998,X,2.047132,0.6918706,0.3497137,0.2154628,0.701104,1.9,0.6645846,0.3242974,0.1958632
GMB,"Gambia, The",N,1987,1998,X,2.047132,0.7248278,0.3776757,0.2376594,0.804125,1.9,0.6935697,0.351875,0.2171641
GMB,"Gambia, The",N,1990,1998,X,2.047132,0.7231889,0.3759724,0.236287,0.916808,1.9,0.6918706,0.3501987,0.2158439
GMB,"Gambia, The",N,1993,1998,X,2.047132,0.7237463,0.3765551,0.236756,1.008358,1.9,0.6926921,0.3507719,0.2162951
GMB,"Gambia, The",N,1996,1998,X,2.047132,0.7465307,0.3946363,0.2513837,1.096708,1.9,0.7172957,0.3685903,0.2303865
GMB,"Gambia, The",N,1999,,X,2.047132,0.6046214,0.2762932,0.1602792,1.19542,1.9,0.5684233,0.2521109,0.1435221
GMB,"Gambia, The",N,2002,,X,2.047132,0.6594715,0.3178199,0.1888646,1.311349,1.9,0.6242706,0.2928221,0.1700902
GMB,"Gambia, The",N,2005,,X,2.047132,0.4615406,0.1781945,0.0921056,1.444204,1.9,0.4229712,0.1577336,0.0798785
GMB,"Gambia, The",N,2008,,X,2.047132,0.37545,0.1314044,0.0636815,1.588572,1.9,0.3353212,0.1139259,0.0541809
GMB,"Gambia, The",N,2010,,X,2.047132,0.2874615,0.08837346,0.03897978,1.692149,1.9,0.247364,0.0745195,0.03214427
GMB,"Gambia, The",N,2011,,X,2.047132,0.2918224,0.09041247,0.04000757,1.746363,1.9,0.2540004,0.0761415,0.03304036
GMB,"Gambia, The",N,2012,,X,2.047132,0.2456889,0.07242957,0.03122678,1.802125,1.9,0.2090094,0.06038336,0.02557001
GMB,"Gambia, The",N,2013,,X,2.047132,0.2031587,0.05670386,0.02367139,1.859324,1.9,0.1700717,0.04668521,0.01916759
GMB,"Gambia, The",N,2015,,X,2.047132,0.1368273,0.0320357,0.01163864,1.97759,1.9,0.1097798,0.02500833,0.008930481
GTM,Guatemala,N,1981,1986.5,Y,2.791124,0.5805917,0.2990119,0.1914414,7.466488,1.9,0.4307048,0.2000378,0.118781
GTM,Guatemala,N,1984,1986.5,Y,2.791124,0.6223497,0.3299687,0.2153962,8.042897,1.9,0.4720439,0.2257534,0.1370972
GTM,Guatemala,N,1987,,Y,2.791124,0.5941046,0.3127442,0.2039734,8.639108,1.9,0.4463852,0.2133225,0.1300524
GTM,Guatemala,N,1990,,Y,2.791124,0.4695028,0.2418218,0.1580857,9.263813,1.9,0.3407571,0.1640166,0.1023282
GTM,Guatemala,N,1993,,Y,2.791124,0.3829143,0.179777,0.1107657,9.938692,1.9,0.2578679,0.1130471,0.0667344
GTM,Guatemala,N,1996,,Y,2.791124,0.2913144,0.1241903,0.07237396,10.646674,1.9,0.1790069,0.07185024,0.04104275
GTM,Guatemala,N,1999,,Y,2.791124,0.2069393,0.07851917,0.0429672,11.387203,1.9,0.1112537,0.04104949,0.02285551
GTM,Guatemala,N,2002,,Y,2.791124,0.1878971,0.06914057,0.03628327,12.208848,1.9,0.09897435,0.03450896,0.01778514
GTM,Guatemala,N,2005,,Y,2.791124,0.1995842,0.07434904,0.0385846,13.096028,1.9,0.1078208,0.03672279,0.01823434
GTM,Guatemala,N,2008,,Y,2.791124,0.1946016,0.06920456,0.03469252,14.006366,1.9,0.09994368,0.03232169,0.01552919
GTM,Guatemala,N,2010,,Y,2.791124,0.2033465,0.0705471,0.03466307,14.630417,1.9,0.1016727,0.03179806,0.01501324
GTM,Guatemala,N,2011,,Y,2.791124,0.2013558,0.06850721,0.03318979,14.948919,1.9,0.09841975,0.03012019,0.01407628
GTM,Guatemala,N,2012,,Y,2.791124,0.1997032,0.06705246,0.03204609,15.271056,1.9,0.09687222,0.02876542,0.01330891
GTM,Guatemala,N,2013,,Y,2.791124,0.1972,0.0648169,0.03051117,15.596214,1.9,0.09159374,0.02704112,0.01238987
GTM,Guatemala,N,2015,2014,Y,2.791124,0.1830417,0.05758091,0.02652011,16.252429,1.9,0.07877631,0.02314093,0.01048923
GUY,Guyana,N,1981,1992.5,Y,1.952656,0.2876773,0.1046957,0.05155865,0.781732,1.9,0.2766589,0.09977729,0.04871033
GUY,Guyana,N,1984,1992.5,Y,1.952656,0.4043462,0.1591176,0.08405228,0.775219,1.9,0.3907122,0.1525101,0.08001885
GUY,Guyana,N,1987,1992.5,Y,1.952656,0.3811881,0.1479376,0.07724139,0.757506,1.9,0.3679877,0.1416561,0.0734444
GUY,Guyana,N,1990,1992.5,Y,1.952656,0.4317267,0.1726213,0.09236829,0.743309,1.9,0.4176437,0.1656354,0.08805388
GUY,Guyana,N,1993,,Y,1.952656,0.3162113,0.1184914,0.06007235,0.753484,1.9,0.3045238,0.1131738,0.05693836
GUY,Guyana,N,1996,,Y,1.952656,0.1682809,0.06084362,0.03248859,0.761861,1.9,0.1608002,0.05797,0.03097578
GUY,Guyana,N,1999,1998,Y,1.952656,0.1388595,0.04935836,0.02390143,0.755278,1.9,0.1332036,0.04695644,0.02253817
GUY,Guyana,N,2002,1998,Y,1.952656,0.1337663,0.04719515,0.02267337,0.751884,1.9,0.1282839,0.04487203,0.02136045
GUY,Guyana,N,2005,1998,Y,1.952656,0.1356718,0.04800394,0.02313192,0.750946,1.9,0.1301245,0.04565132,0.02180015
GUY,Guyana,N,2008,1998,Y,1.952656,0.1085611,0.0365704,0.01672919,0.746314,1.9,0.1039365,0.03463944,0.01566832
GUY,Guyana,N,2010,1998,Y,1.952656,0.09622383,0.0314361,0.01392525,0.746556,1.9,0.09201661,0.02969898,0.01298991
GUY,Guyana,N,2011,1998,Y,1.952656,0.08904046,0.02847515,0.01233561,0.7491,1.9,0.08507513,0.02685168,0.01147415
GUY,Guyana,N,2012,1998,Y,1.952656,0.08243002,0.02577369,0.01090655,0.753091,1.9,0.07868634,0.02425548,0.01011364
GUY,Guyana,N,2013,1998,Y,1.952656,0.07670472,0.02345571,0.009699229,0.758081,1.9,0.07315218,0.02202928,0.00896617
GUY,Guyana,N,2015,1998,Y,1.952656,0.06965103,0.02063361,0.00825708,0.768514,1.9,0.06633278,0.01932119,0.007598378
HND,Honduras,N,1981,1989,Y,4.012906,0.7086541,0.403983,0.274805,3.792938,1.9,0.4318155,0.1970854,0.114119
HND,Honduras,N,1984,1989,Y,4.012906,0.7223832,0.4167223,0.2856682,4.154887,1.9,0.4474867,0.2070038,0.1211651
HND,Honduras,N,1987,1989,Y,4.012906,0.695141,0.3917709,0.2645042,4.541804,1.9,0.4168622,0.1877704,0.1075652
HND,Honduras,N,1990,1990,Y,4.012906,0.7227466,0.4156916,0.2855279,4.955328,1.9,0.4427975,0.2074026,0.1236488
HND,Honduras,N,1993,1993,Y,4.012906,0.5574917,0.2601938,0.1549123,5.398805,1.9,0.2361496,0.08835534,0.04778667
HND,Honduras,N,1996,1996,Y,4.012906,0.5997377,0.3115479,0.2011465,5.867849,1.9,0.3035278,0.1334031,0.0776979
HND,Honduras,N,1999,1999,Y,4.012906,0.5269611,0.2721649,0.1827064,6.357221,1.9,0.2645098,0.1293522,0.08681567
HND,Honduras,N,2002,2002,Y,4.012906,0.4838146,0.2412429,0.1538099,6.863157,1.9,0.2339937,0.1007248,0.05893217
HND,Honduras,N,2005,2005,Y,4.012906,0.495352,0.2649888,0.1801199,7.37343,1.9,0.2653615,0.13035,0.08387827
HND,Honduras,N,2008,2008,Y,4.012906,0.3789032,0.1771465,0.1081815,7.872658,1.9,0.1651501,0.06618458,0.03714129
HND,Honduras,N,2010,2010,Y,4.012906,0.3729158,0.1649836,0.0958065,8.194778,1.9,0.1498735,0.05304123,0.02645487
HND,Honduras,N,2011,2011,Y,4.012906,0.3980855,0.1853072,0.1135099,8.3516,1.9,0.1707388,0.06975536,0.04048971
HND,Honduras,N,2012,2012,Y,4.012906,0.4440215,0.2106136,0.1296572,8.505646,1.9,0.1963343,0.0804505,0.04559612
HND,Honduras,N,2013,2013,Y,4.012906,0.4194427,0.1895432,0.1130143,8.657785,1.9,0.1731867,0.0664001,0.03559935
HND,Honduras,N,2015,2015,Y,4.012906,0.407085,0.1807305,0.1039486,8.960829,1.9,0.1615957,0.056361,0.02784922
HTI,Haiti,N,1981,2001,Y,1.74903,0.3371372,0.1561427,0.09852649,5.818671,1.9,0.3688352,0.1718131,0.1085302
HTI,Haiti,N,1984,2001,Y,1.74903,0.3732481,0.1740683,0.1099836,6.240329,1.9,0.4061127,0.1912195,0.1210941
HTI,Haiti,N,1987,2001,Y,1.74903,0.4025389,0.1892531,0.1198125,6.670568,1.9,0.4376994,0.2076347,0.1318326
HTI,Haiti,N,1990,2001,Y,1.74903,0.4362194,0.206899,0.1313478,7.099732,1.9,0.467399,0.2264337,0.1443963
HTI,Haiti,N,1993,2001,Y,1.74903,0.4950631,0.2431238,0.1558812,7.530705,1.9,0.534257,0.2647611,0.1708733
HTI,Haiti,N,1996,2001,Y,1.74903,0.5187888,0.2556302,0.1645217,7.965553,1.9,0.5523341,0.2779688,0.1801636
HTI,Haiti,N,1999,2001,Y,1.74903,0.5092999,0.250036,0.1606622,8.404398,1.9,0.5454523,0.2721195,0.1760168
HTI,Haiti,N,2002,,Y,1.74903,0.5299367,0.2637183,0.1706096,8.834733,1.9,0.562766,0.2862276,0.1865726
HTI,Haiti,N,2005,,Y,1.74903,0.5442708,0.277933,0.182162,9.263404,1.9,0.5740808,0.3002608,0.1985187
HTI,Haiti,N,2008,,Y,1.74903,0.5265473,0.2711151,0.1787631,9.705029,1.9,0.555704,0.2925402,0.1945272
HTI,Haiti,N,2010,,Y,1.74903,0.5381815,0.2836517,0.1890539,9.999617,1.9,0.5685747,0.3050866,0.2051591
HTI,Haiti,N,2011,,Y,1.74903,0.5201008,0.2729218,0.1816326,10.145054,1.9,0.5492141,0.2936978,0.1971839
HTI,Haiti,N,2012,2012,X,1.74903,0.219919,0.06805613,0.03035934,10.28921,1.9,0.250244,0.08129616,0.03713586
HTI,Haiti,N,2013,2012,X,1.74903,0.2085677,0.06393481,0.02832878,10.431776,1.9,0.238203,0.07674121,0.03474913
HTI,Haiti,N,2015,2012,X,1.74903,0.2029895,0.06203706,0.02739218,10.711061,1.9,0.2348435,0.07460167,0.03364314
IDN,Indonesia,R,1981,1984,X,1.886789,0.8273434,0.3490613,0.1793242,116.533018,1.9,0.8305916,0.3523981,0.1816995
