"","Year","Pop","CPI","ISO","R.Pop","U.Pop","R.CPI","U.CPI"
"2542",1985,"3.53808",NA,"IRL",NA,NA,NA,NA
"2543",1984,"3.53242",NA,"IRL",NA,NA,NA,NA
"2544",1983,"3.5106",NA,"IRL",NA,NA,NA,NA
"2545",1982,"3.4858",NA,"IRL",NA,NA,NA,NA
"2546",1981,"3.453",NA,"IRL",NA,NA,NA,NA
"2547",1980,"3.4128",NA,"IRL",NA,NA,NA,NA
"2548",2017,"8.682",NA,"ISR",NA,NA,NA,NA
"2549",2016,"8.5471",NA,"ISR",NA,NA,NA,NA
"2550",2015,"8.3801",NA,"ISR",NA,NA,NA,NA
"2551",2014,"8.2157",NA,"ISR",NA,NA,NA,NA
"2552",2013,"8.0595",NA,"ISR",NA,NA,NA,NA
"2553",2012,"7.9105",1.01708,"ISR",NA,NA,NA,NA
"2554",2011,"7.7658",NA,"ISR",NA,NA,NA,NA
"2555",2010,"7.6236",0.966565,"ISR",NA,NA,NA,NA
"2556",2009,"7.4856",NA,"ISR",NA,NA,NA,NA
"2557",2008,"7.3088",NA,"ISR",NA,NA,NA,NA
"2558",2007,"7.1801",0.870905,"ISR",NA,NA,NA,NA
"2559",2006,"7.0537",NA,"ISR",NA,NA,NA,NA
"2560",2005,"6.9301",0.848554,"ISR",NA,NA,NA,NA
"2561",2004,"6.809",NA,"ISR",NA,NA,NA,NA
"2562",2003,"6.6897",NA,"ISR",NA,NA,NA,NA
"2563",2002,"6.57",NA,"ISR",NA,NA,NA,NA
"2564",2001,"6.439",0.790357,"ISR",NA,NA,NA,NA
"2565",2000,"6.289",NA,"ISR",NA,NA,NA,NA
"2566",1999,"6.125",NA,"ISR",NA,NA,NA,NA
"2567",1998,"5.971",NA,"ISR",NA,NA,NA,NA
"2568",1997,"5.836",0.696898,"ISR",NA,NA,NA,NA
"2569",1996,"5.692",NA,"ISR",NA,NA,NA,NA
"2570",1995,"5.545",NA,"ISR",NA,NA,NA,NA
"2571",1994,"5.399",NA,"ISR",NA,NA,NA,NA
"2572",1993,"5.261",NA,"ISR",NA,NA,NA,NA
"2573",1992,"5.123",0.418914,"ISR",NA,NA,NA,NA
"2574",1991,"4.949",NA,"ISR",NA,NA,NA,NA
"2575",1990,"4.66",NA,"ISR",NA,NA,NA,NA
"2576",1989,"4.518",NA,"ISR",NA,NA,NA,NA
"2577",1988,"4.442",NA,"ISR",NA,NA,NA,NA
"2578",1987,"4.369",NA,"ISR",NA,NA,NA,NA
"2579",1986,"4.299",0.160198,"ISR",NA,NA,NA,NA
"2580",1985,"4.233",NA,"ISR",NA,NA,NA,NA
"2581",1984,"4.159",NA,"ISR",NA,NA,NA,NA
"2582",1983,"4.105",NA,"ISR",NA,NA,NA,NA
"2583",1982,"4.031",NA,"ISR",NA,NA,NA,NA
"2584",1981,"3.956",NA,"ISR",NA,NA,NA,NA
"2585",1980,"3.878",NA,"ISR",NA,NA,NA,NA
"2586",2017,"60.57",NA,"ITA",NA,NA,NA,NA
"2587",2016,"60.6006",NA,"ITA",NA,NA,NA,NA
"2588",2015,"60.7306",1.0459,"ITA",NA,NA,NA,NA
"2589",2014,"60.7891",1.0455,"ITA",NA,NA,NA,NA
"2590",2013,"60.2339",1.04298,"ITA",NA,NA,NA,NA
"2591",2012,"59.5397",1.03041,"ITA",NA,NA,NA,NA
"2592",2011,"59.3794",1,"ITA",NA,NA,NA,NA
"2593",2010,"59.2774",0.973317,"ITA",NA,NA,NA,NA
"2594",2009,"59.0954",0.958556,"ITA",NA,NA,NA,NA
"2595",2008,"58.8267",0.951419,"ITA",NA,NA,NA,NA
"2596",2007,"58.4383",0.920357,"ITA",NA,NA,NA,NA
"2597",2006,"58.144",0.903893,"ITA",NA,NA,NA,NA
"2598",2005,"57.9695",0.885564,"ITA",NA,NA,NA,NA
"2599",2004,"57.6853",0.868208,"ITA",NA,NA,NA,NA
"2600",2003,"57.3132",0.849392,"ITA",NA,NA,NA,NA
"2601",2002,"57.059",NA,"ITA",NA,NA,NA,NA
"2602",2001,"56.9741",NA,"ITA",NA,NA,NA,NA
"2603",2000,"56.9421",NA,"ITA",NA,NA,NA,NA
"2604",1999,"56.9163",NA,"ITA",NA,NA,NA,NA
"2605",1998,"56.9067",NA,"ITA",NA,NA,NA,NA
"2606",1997,"56.8904",NA,"ITA",NA,NA,NA,NA
"2607",1996,"56.8603",NA,"ITA",NA,NA,NA,NA
"2608",1995,"56.8443",NA,"ITA",NA,NA,NA,NA
"2609",1994,"56.8434",NA,"ITA",NA,NA,NA,NA
"2610",1993,"56.8318",NA,"ITA",NA,NA,NA,NA
"2611",1992,"56.7971",NA,"ITA",NA,NA,NA,NA
"2612",1991,"56.7585",NA,"ITA",NA,NA,NA,NA
"2613",1990,"56.7192",NA,"ITA",NA,NA,NA,NA
"2614",1989,"56.6718",NA,"ITA",NA,NA,NA,NA
"2615",1988,"56.6293",NA,"ITA",NA,NA,NA,NA
"2616",1987,"56.6019",NA,"ITA",NA,NA,NA,NA
"2617",1986,"56.5962",NA,"ITA",NA,NA,NA,NA
"2618",1985,"56.5931",NA,"ITA",NA,NA,NA,NA
"2619",1984,"56.5767",NA,"ITA",NA,NA,NA,NA
"2620",1983,"56.5641",NA,"ITA",NA,NA,NA,NA
"2621",1982,"56.5435",NA,"ITA",NA,NA,NA,NA
"2622",1981,"56.5017",NA,"ITA",NA,NA,NA,NA
"2623",1980,"56.4339",NA,"ITA",NA,NA,NA,NA
"2624",2017,"2.89",NA,"JAM",NA,NA,NA,NA
"2625",2016,"2.88136",NA,"JAM",NA,NA,NA,NA
"2626",2015,"2.87193",NA,"JAM",NA,NA,NA,NA
"2627",2014,"2.86209",NA,"JAM",NA,NA,NA,NA
"2628",2013,"2.85181",NA,"JAM",NA,NA,NA,NA
"2629",2012,"2.84099",NA,"JAM",NA,NA,NA,NA
"2630",2011,"2.82949",NA,"JAM",NA,NA,NA,NA
"2631",2010,"2.81721",NA,"JAM",NA,NA,NA,NA
"2632",2009,"2.80408",NA,"JAM",NA,NA,NA,NA
"2633",2008,"2.79012",NA,"JAM",NA,NA,NA,NA
"2634",2007,"2.77547",NA,"JAM",NA,NA,NA,NA
"2635",2006,"2.76028",NA,"JAM",NA,NA,NA,NA
"2636",2005,"2.74467",NA,"JAM",NA,NA,NA,NA
"2637",2004,"2.72878",0.443229,"JAM",NA,NA,NA,NA
"2638",2003,"2.71251",NA,"JAM",NA,NA,NA,NA
"2639",2002,"2.69545",0.356725,"JAM",NA,NA,NA,NA
"2640",2001,"2.67701",NA,"JAM",NA,NA,NA,NA
"2641",2000,"2.65686",NA,"JAM",NA,NA,NA,NA
"2642",1999,"2.63488",0.291623,"JAM",NA,NA,NA,NA
"2643",1998,"2.61137",NA,"JAM",NA,NA,NA,NA
"2644",1997,"2.58683",NA,"JAM",NA,NA,NA,NA
"2645",1996,"2.56199",0.231335,"JAM",NA,NA,NA,NA
"2646",1995,"2.53744",NA,"JAM",NA,NA,NA,NA
"2647",1994,"2.51305",NA,"JAM",NA,NA,NA,NA
"2648",1993,"2.48878",0.134035,"JAM",NA,NA,NA,NA
"2649",1992,"2.46536",NA,"JAM",NA,NA,NA,NA
"2650",1991,"2.44369",NA,"JAM",NA,NA,NA,NA
"2651",1990,"2.42424",0.0401172,"JAM",NA,NA,NA,NA
"2652",1989,"2.40772",NA,"JAM",NA,NA,NA,NA
"2653",1988,"2.39353",0.0248761,"JAM",NA,NA,NA,NA
"2654",1987,"2.37928",NA,"JAM",NA,NA,NA,NA
"2655",1986,"2.36172",NA,"JAM",NA,NA,NA,NA
"2656",1985,"2.33864",NA,"JAM",NA,NA,NA,NA
"2657",1984,"2.30895",NA,"JAM",NA,NA,NA,NA
"2658",1983,"2.27367",NA,"JAM",NA,NA,NA,NA
