cc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
MDG,8481069.3,8784192.2,10077441.5,9432606.1,9772066.7,10351236.5,9978608.5,10761995.4,11190321.2,12711642,13458381.3,14822884.8,14954612.4,15360909,15660737.1,15895080.6,16191057.6,16536765.7,17189133.5,17303952,17752700.1,18238121.6,18704733.6,19193251.8
MDV,60143.0112806562,59406.3898084369,59680.0086079524,58487.5037792723,57034.2126388196,53536.2404211134,51020.4843038233,47926.7932422446,45634.0573227879,44016.4531320809,38428.4417383259,27814.57336028,24125.2997797795,25103.4589230066,25252.0910399152,23613.8425654082,23112.7659005673,18454.3859775192,15131.6507923663,13405.022279268,13364.8828125935,13785.9012630967,13431.4940920716,13257.997128278
MEX,17078620.1,15686797.4,14557522.5,14261535,12967794,13971193.6,10722960.8,12324327.2,14378116.5,15962791,13409561.7,13338080,14789469.6,15451789.6,15689238.6,15572716.7,15062474,14530950,13768922.7,13881207.2,14069737,14553780,14494427.1,14496250.4
MHL,5343.36841969689,4808.57680766237,4058.85597873239,3483.24395923087,3230.13033193561,2570.660704124,2511.70981431715,2576.81012322377,2767.09777297631,2384.55002305582,2053.05220412527,1839.57902136423,1607.22013562716,1292.01297306973,1172.47440621833,1005.3742709903,923.414824888358,763.547380039633,676.58981561991,524.733497864042,519.379189875871,603.833638227146,583.381631623453,579.872419037006
MKD,344152.8,283977,135234,137551,70966.5,110004,154518.7,98548.2,79579.5,351316.2,344407.3,305620,276256.8,224415.6,192537.9,198848,178549.8,172472.4,125100,129394,129456,129518,128891.3,127699
MLI,5441224.8,3799301.6,3910704,3326585.5,3209528,3262210.2,3059405.1,3119495.6,3329499,3411961.6,3375292.5,3824640.1,3809428,3312078,2656405.8,3062140.4,1660938.5,1149604,930510.9,620203.5,636949,666454.8,686328.5,715541.9
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR,39444347.2,38067099.2,36212948,33909000,31184955.1,27732276,24491384.4,20603068,15986664.9,12529931.6,9835395.5,8133977.7,6908738.5,8036177.6,6755312.4,5643910.8,3781277.5,2289615.9,1658734,1314955.4,1194814.4,2879514.9,2763662.4,2605638.4
MNE,87229.9,85207,80863.8,71899.4,58117.5,47801.6,43754.4,26183.7,12606.3,23884.8,13416,21750,37121.8,33168.3,16893.2,100919.6,81078.1,77807.3,81329.7,81081,80577,81203.9,80449.1,79316.9
MNG,743859.6,647108,456596.7,372325.2,292149,259522.9,192361.6,144059.6,155899.7,145994.3,134564.8,93355.6,63900.5,55371.7,46199.2,52097.5,75094.4,74439.2,65562,64903,63859.1,64694.9,69132,66247.1
MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,12599925.8,12614495.4,12934812,12578808,12220300.8,12350846.9,11928419.2,12019239.6,12360227,12766474.8,13208256.6,13491999,13693544.1,14044384.2,14376099.6,14971879.5,17101362.8,18219732.9,18641007.4,19929010.5,20500060.5,21144249,21702002.1,21711576
MRT,741724.2,807994.5,869369.8,813766.4,847779.8,801906,582034.7,648685.4,687873.3,708212,714058,681881.2,630418,621889.6,554329.6,567214.8,613322.6,591396,601096,584148.6,599435.2,614972.4,630634.9,646548
MUS,500498.487186939,488139.228823737,480934.001943517,468801.650826065,435806.259437736,426562.977224161,405104.670468031,391716.932567197,400646.660268879,398721.837544539,370006.940650874,364866.249317558,357040.325477442,342463.830571318,329880.888301955,336602.676188413,338669.017332267,342785.386181102,333881.43486867,339721.975729627,341048.097131879,342157.119622802,339778.920834865,335825.328627667
MWI,1623355.2,2106449.6,2054223,1851783.7,1693513.6,1978168,2262955,2438784.2,2553081.9,2736804,2840966.4,2397181.8,2326016.5,1835073.9,1464520.2,1432281,1503362.1,1690968.4,2033406.5,2595020.4,2797163.6,2761731.6,2983138.6,3152292
MYS,1254362.6,1246567.4,1214739.6,1068990.4,911298.8,764668,627432,681600,761819.1,806066,542561.6,294940.5,177937,106941.6,93706.8,89099.6,84207.6,66410.4,48064.5,32454,32869,33289,33711,30717.9
NAM,332325,339628.1,306424.3,305799.3,230949,218236.8,202516,208208,239241.6,246823.5,208825.3,195008,191987.2,189298.9,192525.2,209363.8,235009.2,250105.8,253624,275296.4,280923.2,290505.6,292665.8,294396.9
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,5431275.2,5458676.4,5512229.6,5390616.3,5544844.8,5864341.4,5066322,4728963.2,3210062.4,5267643.4,3439395,2680754.4,2815841.6,3429078.6,3617246.1,3754563.9,3502006.2,3859416.9,3119217.6,2829911.7,2939557.5,2995718.8,3171181.2,3339133.6
NGA,46395878.4,50298116.7,44415503.2,38192986.2,34904573.2,35874308,32858265.6,29049132.8,29392838.5,27885001.2,25753067.2,24447837.7,24090768,23712402,23169198,24550161,26243047.9,28442014,30184337.5,32093631.4,33252478.9,34465861,33328922.8,33997162.1
NIC,810352.4,867510,833565.2,863716.8,908010,930567,510665,514191.3,575622.6,605128.8,556586,527366.4,435485.7,396598.2,357833,343633,322207.6,296598.6,331219.5,351210.3,355501.8,359047.4,357302.4,358099.4
NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,4123811.7,4221101.4,4544710,4323835,3887462.4,3043468,2389166.1,2081471,1262905.2,1275593.4,967423.4,1032960.6,846090,819989.8,861049.6,853948.8,820218.9,685737,580630.4,494043,484160,489248,447977.5,446260.1
NRU,1027.57084994171,924.72630916584,780.549226679305,657.215841364315,621.178909987617,494.357827716154,483.021118137914,486.190589287504,532.134187110828,458.567312126119,387.368340400994,347.090381389476,309.080795312916,268.153635920132,243.343744686824,208.662584545158,191.652133467395,158.472097744075,140.424301355076,108.906952386877,107.795680917634,123.003148527752,121.079206563358,120.350879422775
NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK,29648364.2406773,29310326.1660428,29363782.1944719,28605231.0288406,27651506.6935087,25829977.3141491,24510739.9425835,22869781.3717524,21645622.2508124,20712530.9738426,17957242.3324126,12919609.7231654,11119575.6712962,11461305.8487874,11455867.3256311,10698595.9781808,10433307.7343161,8319929.76601127,6843766.19497172,6067759.60900749,6066987.09690721,6288357.33163798,6141607.58671028,6075705.53158308
PAN,629656.210247254,640676.164358862,651371.40674138,649012.685184894,604806.034648113,572274.586288266,482701.267207977,486557.451779259,496761.986395442,486051.257249792,447006.884393228,427478.409836299,412364.615842049,400318.859915469,394874.900575773,405704.55498303,435672.43419147,423360.633657855,416605.030578683,432154.794722489,438770.388416291,451331.956468994,452996.511474776,456400.060582273
PER,6906347.5,7581550.7,6839117.1,6335817.6,6856432.2,7393958,6453655,5712356.7,5029535.2,4573457.7,3980041.5,3711072,3567809.7,3258229,3106591.9,3096909.9,3005820.4,2997778,2441400,2176937.4,2195260.8,2273805,2244224.5,2257886.4
PHL,13180648,12627061,12210935.2,11566357.6,12659361,13346587.8,14014316.4,12831404.1,13422220.8,13501154.4,15024438.1,16035287.4,15963681.6,14535795.6,13934198.4,12704328.4,11468520,10260980.4,9490219.2,8551184.6,8545941.6,8982152.1,9020789.9,8919316.3
PLW,1952.38461488925,1849.45261833168,1561.09845335861,1314.43168272863,1242.35781997523,988.715655432309,966.042236275828,1021.00023750376,1064.26837422166,917.134624252237,774.736680801989,728.889800917901,649.069670157124,511.929668574798,464.565330765754,417.325169090315,383.30426693479,302.537641147779,280.848602710151,217.813904773753,215.591361835267,246.006297055504,253.165613723385,251.642747883984
PNG,3254605.2,3220386.1,3161329.6,3002494.5,2968851.6,2825331,2710283,2540791.8,2460287.5,2187230.4,1988818.4,1977894.9,1824310.5,1641390.4,1406757,1306800,1280664,1231874.3,1216545.5,1208190.9,1332511,2010135.2,1975651.2,1983566
POL,10634477.7572519,9747789.56362595,8727641.04078307,8668358.41259591,7424944.67630803,6846318.03880903,5638736.0058295,4892178.67685684,4379023.73929943,4232039.88048191,4038210.9830853,3828209.49561742,3669201.16672664,3336795.60054169,3560253.20763871,3587757.37466813,3324556.9710778,3405798.88217382,3139630.99711358,3326740.43465521,3326966.90790742,3346856.98140452,3283912.96587296,3241321.52492382
PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,2356117.20183134,2138984.4257315,1821567.73030149,1546954.64740332,1474057.55340061,1181712.9513727,1162197.11235164,1176775.70231148,1294948.5443342,1121793.21565412,952616.222714126,858076.840871064,768189.408670722,609098.795190948,555642.25775445,478861.662205269,441984.665618262,367237.476690383,326946.071091349,254713.560368834,253231.653690233,290186.79158579,286814.625947402,286205.332256397
PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,573254.3,438507.7,729391.6,533881.6,415821.6,439261,669485.4,720692.8,530321.9,571742.4,625347,673458,431926,283210.8,317165.2,320663.7,332887.5,244514.9,282736,221329.4,223992.2,233772.3,229254.4,228928.2
PSE,95723.1,115815,145297,118370.4,85171.5,70804.8,39517.2,159084.8,137131.2,66890.2,78493.1,57670.2,51969.5,84326.5,96184.4,115176.1,98215.5,124009.2,130341.6,133824.6,137307.6,151242,147280,144648
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,2781489.6,2253360,1931982,1449324.3,991072.8,696507.5,650066.4,374440.8,0,0,0,0,0,0,1431992.4,1043542.5,0,637599.6,0,420832.8,418780.8,416772,414763.2,391755
RUS,40566608.7,32327185.5,26948192,26401221,23752855.6,20278861.6,15880077.6,11208645,8470513.6,7955970.8,6370353,5630275.2,4804603.5,4135593.6,4327206.1,5769908.8,5528217.6,4924458,4376536,3885165,3853491.6,3921262.8,3758154.2,3780585.6
RWA,1736826.4,1671630.3,1459656,1626632,1789172.2,1743548.8,1688380.4,1546637.6,1441638,1578361.4,1397690.8,1219856,1269865.3,1271368.5,1200301,1204764.4,1450420.6,1698271.9,1202692.4,1003049.6,1014242.5,1067644.2,1063448.2,1065224.3
SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,8215875,7922407.5,7666164,7409041.2,7344253.8,7140672,6811308.5,6550220.7,7441464.8,8570655,8950675.8,8380296.1,10393912,9676810,8370288.4,8328428.5,7622915.4,8892940.2,11830635,15892107,16327875,16918584.2,17440227.3,17951547.9
SEN,2328670.4,2392873.5,2679306.9,2427652.5,2222769.5,2256950.6,2209698.4,2341355.6,2553076.8,2569189.7,2769190.4,3252094.5,3137987,3275840,2347724.4,1833184.8,1388621.2,841688.1,545882.5,443716,455800,468069.5,480498,493085.5
SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,98674,120373.6,135589.5,133563.6,130447.8,122623,120259,91451.5,90698,106915.2,74131.2,60966,51667.2,43315.2,39847.5,38272.4,38460,39959.4,34576.5,33083.5,33760.8,36564,43814.4,44596.8
SLE,3384662.4,3822477.4,3769798.5,3920565.9,3953248,3673173.6,3371948.5,3047800.5,2944881.6,2974534,2865212.4,2734062,2186094.6,1459157.6,1369078.6,2700124.7,2460649.2,2464663.8,2515176,2100819.5,2164643,2187410.4,2092324.8,2109627
SLV,948855.6,1033550,1066230,1163747.9,933755.6,958008.1,757000,572504.4,831571,827267.6,773707.5,715795.2,597838.1,535085.6,552728,458323.8,480316.5,361632.6,340477.2,250104.8,250128,255960.9,248093.4,248648.4
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,3805900.31058355,3798410.02931435,3826666.21845906,3814393.58079073,3628490.63413345,3633813.90581302,3535758.84208173,3504184.13177413,3673348.29080394,3752600.70254941,3573472.48050078,3618038.22764533,3636796.22830694,3583454.20164346,3546285.15801458,3718670.86823243,3842363.70060491,3994736.8878117,3997624.56165312,4179301.97679657,4311286.97355487,4448310.70330929,4539595.15185784,4618122.9957064
SRB,304532.7,374637.4,290878.3,481895.4,729530.4,809998.5,506349.6,391891.5,358540,406112,493038,530646,1495819,583368,1758143.6,285002.2,1470294,1244805.6,228688.2,378138.9,371660.8,370379.8,349136.8,345220.9
SSD,,,,,,,,,2969717.8,3094720,3330163.6,4783552.2,6179812.8,5961811.8,6398551.9,7023450.2,7948926.9,8344176,8458069.3,9338478.3,10019682,10174776.8,10540829.6,10776584
STP,4503.6,5325,6508.8,6260.4,7797.6,8174.4,7743.3,9339.9,10804.9,15338.7,15907.5,15644.6,18263.4,18157.7,15623.8,14937,15660,15973.2,15946.7,16401,16786,17460.9,18364.3,19944.8
SUR,99944.9,101001.4,102057.9,100734,96923.8,98103.4,97272,96033,99704,100553,100939.4,95314.5,96391.5,97468.5,98366,104129.9,107887,108996.8,109964.8,110932.8,127275.6,130067.3,130959.7,131852.1
SVK,1489339.97591251,1366370.66876701,1224645.60909023,1217782.80420464,1044048.24219677,963513.570146494,793873.319930822,688963.74896095,616891.04157802,596295.247347745,569435.904093963,540450.754711261,518727.006815727,472529.069747022,505127.71726167,509965.04274977,473483.012440747,486020.081509059,449048.390874399,476860.789663026,478049.273434132,482051.403203404,474214.399830625,469236.122528573
SVN,548399.309522887,503279.862995847,450851.013124331,448549.999548709,385209.131034629,356387.590217179,294724.367013962,257053.166062866,231376.988182162,224714.968213456,215487.865261317,205191.469533629,197263.731593206,179953.006100894,192549.14457002,194553.679666441,180643.684210035,185592.393893674,171462.330533876,182136.151913121,182556.600750158,184118.697756281,181071.590100464,179183.244879646
SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,526433.4,498301.2,528392.8,551109,557245.5,567709.8,573055.2,612326.4,645700.8,664194.4,611697.8,599637.5,570460.8,538014.3,557497.5,554771.4,602469.8,614876.6,594374.3,585527,595746,605682,614906.8,612955.8
SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,34211.2889975882,33932.6264592715,33609.3645284987,33347.3465434587,31564.5685847908,31067.1890122343,29690.0817118264,28569.3062650305,29402.2952294096,29166.9511387082,27276.1526761862,26832.6897979339,26215.2513518952,25377.7978032929,24406.4619030086,25131.573917165,25494.1019386413,25471.7994474494,25014.7762717064,25659.5670102629,25699.0716834069,26010.3766484418,25769.0033784065,25449.2631850654
SYR,4923.3,5029.8,3417.6,1741.6,1780.7,0,1891.5,1963.3,0,2082.5,2101.8,0,2042,15848,57609,370953,429442.3,2480930.2,7929770.8,4693196.3,4433893.2,5280655.2,5597724.5,5957165
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCD,4774698.9,4678020,4718848.4,4431451.4,3064476,2655674.6,3027300.5,3106432.5,3365505.9,3565930,3248717.1,3612672,3445596,3139026,2918907,2371723.7,2608586,2616440,2172449.5,1832842.6,1900459.5,1963298.6,2029188,2102073.6
TGO,2380114.8,2553444,2610797.2,2430262.8,2559384,3004562.4,2986720.8,3285756.3,3662714.5,3852413.5,3811408.3,3776974.5,3825264.3,3822940.4,3712091.5,3857581.7,3167899,2779987,2253462,2017276.8,2062464,2153118,2180054.7,2238357.7
THA,12925277.4,10630743.9,8489672.5,7811155,7020216,5842541.8,5121107.2,4223304.8,4378726.8,4474338.9,4193841.6,2917296,3555025.6,2875634.6,2770888.5,1737047.4,2217420.8,2091821.1,2110081.5,1531662.6,1506218.7,1515056.4,1509603.9,1475965.2
TJK,2792227.2,2952178.2,2745558.4,2717616.4,1661891.2,1455789.6,1305686.5,1165776,1027645.4,791390.7,709941.8,719853.6,602023.5,550312.1,541086.1,925856.7,671721.5,670859.2,628383,655086,662302.5,666264,672782.4,615799.5
TKM,1246036.05689883,1154836.24671345,1045484.49220481,1049999.39562533,909650.47810587,848405.910812453,707544.376099886,621573.445246355,563988.549959086,553008.629392131,536032.650652478,516874.714394837,504363.142864766,467390.043919359,508195.859111409,521778.904743973,492443.206546566,513769.713480661,482088.465138736,519901.609423475,528817.895832951,540948.162428036,539386.250376155,540909.420480431
TLS,418167.1,352199.2,343820.4,350284.5,355273.2,358587,439950.6,402357,469041.3,368768.4,337662,384314,412354.8,352182,291243.6,329361.4,295677,293511.1,294722.4,284671.2,289805.4,297297.7,307509.4,995895.3
TON,4049.1,3831.3,3148.2,2990,2990,3030,2590.8,2348.4,1936.4,2781,2745.6,2793,3097.5,3339,3635.8,4066,3413.3,3445.2,3477.1,3718,3651.9,3785.6,3638.6,3356.1
TTO,263412.759681134,263734.654066173,264270.685020789,259685.973131008,238851.205485076,222828.021139562,185424.454944574,184536.844768625,185932.529606485,179400.310373561,163072.234246116,153906.061793813,146671.962486093,140706.133930685,136952.001890265,139016.929900963,147420.146919027,141395.63490549,137433.615325452,140711.073719391,140938.367188263,143115.372225922,141625.551843043,140846.588528295
TUN,458762.7,399268.8,383709.6,361816,341579.7,320265.1,299762.4,295552.6,289342.4,299877,209608,187258.8,153506.7,116748.4,104744.2,42837.4,29650.4,28830,25649.8,23566,23806,25239.9,25470.9,24470
TUR,11661456,13185036.8,13699572.9,15735076.6,10989312,9669529.6,8272188.9,7787904.3,6741203.7,6591816,6726411,5938788.1,5383954,4729108.8,4937687.1,5799955.2,4381166.3,4440975,4153191.9,6330000.6,6396610.5,6423064,6197885.1,5986820.4
TUV,924.813764947538,832.253678249256,780.549226679305,657.215841364315,621.178909987617,494.357827716154,483.021118137914,486.190589287504,532.134187110828,504.42404333873,426.105174441094,381.799419528424,339.988874844208,268.153635920132,221.221586078931,208.662584545158,191.652133467395,158.472097744075,140.424301355076,108.906952386877,107.795680917634,134.185252939366,132.086407160027,131.291868461209
TWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,16015810.8,15549807.6,13572245.4,12207161.4,10767375,9505933.2,8899065,8342876,8130433,7972702.5,7306691.5,6731155,7298642.1,7681632.9,8227012.5,9078780,10069646.4,11324456,11599759.6,11006979.1,11343261.8,11693059.2,12116722.8,12394393.7
UGA,9339151.5,9365364,9240477.4,9316087.5,9136366.6,8922854.4,8365605,7791273,7593027.2,7635876,6796566,7131100.8,6923744.9,6838583.4,7491078.6,8494682,9455115.2,10852911.6,9951896,9604091.2,9848135.6,10187621.6,10425422.5,10742907.9
UKR,3169780.9,2439511.2,1895210,889746,656302.4,257906,83910.6,60301.8,18474.4,36795.2,13737.9,4557.6,49883.9,0,4488.3,53589.6,22219.5,8844.6,4400.9,0,0,0,0,0
URY,689900.453391992,689815.404149494,688179.060836608,672675.659372066,614981.725044456,571243.770461868,474020.613522928,470498.520249776,473449.777136271,456717.065697415,413999.788071027,390241.212862964,371270.235890655,355468.127824888,345920.122942915,350813.311338311,371952.370688007,357052.381204002,347337.687676124,356072.644397469,357459.791961523,363596.010887016,361042.529988278,359816.628767432
USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,19548708.3,20462731.2,21333134.4,22026093.7,21864528,21792864,21754010,21467887.2,21188882,21029716.4,20963209.6,20915145.5,20681654.1,20386582,20156789.1,19809152,19104052.5,20445377.7,20720073,20625760.9,20838345,21124842.2,21153401.1,21142234.8
VCT,22435.7871021786,22392.5649678826,22332.7339454188,21842.7454035427,20166.3682400258,18726.4875128853,15511.3319945959,15354.592427313,15541.4728394479,14802.9022185603,13497.3256336138,12566.1129105061,11912.9984433563,11369.1390648218,11024.9395908707,11244.0163890484,11772.0117319956,11361.2270559561,11110.8021129826,11248.7050211722,11352.8002597222,11511.4538529546,11391.6204743317,11320.7612792475
VEN,5087106.98664954,5172682.50758087,5254189.2298069,5231944.26707636,4870825.47390054,4601561.8490378,3876267.63486972,3900770.81563968,3976073.89679765,3882298.76809159,3561821.53175037,3396770.1907812,3267112.49969954,3162289.52447035,3109032.96462554,3184612.09637095,3409347.39775813,3302708.70516644,3241351.29750094,3352114.09630932,3392748.56050004,3480296.2148766,3482962.30322404,3499339.1013717
VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,13086618,13947966,14326083.6,11013758.8,10708289.6,9847291.2,8747663.2,8073660,9702625.2,9036708,2831136,2942477.3,2342706.8,1985506.6,2110026,1684278,1513104,1213358,1186839.3,828146.5,786880,794272,801560,707595
VUT,10471,12236,9971.6,9910.2,10865,10742.6,11042.4,12034,13140,14483.7,15222,14749.2,15289.3,16040.2,15763.8,16960,16151.6,15789,16130.4,16329.6,16669.8,18360,19125,20248.8
WSM,10544.4,8483.2,7965,7351.4,7369.2,6822,6389.3,6697.6,6992,7659,5933.4,7498.7,8542.8,9129.8,8179.2,7430.2,7819.5,7957.6,8217,8477.4,8520,8383,8323,8466
YEM,1749962.5,2878035,3899205.9,4919993.6,5590748.1,5993769.6,6762736,7939480,8830620,8634005,8087758.2,10772738.4,11306649,11355744,11406511.6,17283405.7,19692217.6,20603454.3,20486277.5,20475276,22499255.5,23356351.6,23890401.6,24678954.5
ZAF,14733561.6,14968439.5,15631442.4,15905236.2,15342546,13528299.1,11511918,10326609,11433441.6,11799786.5,10930861.5,11424691.8,11982847.8,12242745.9,13155048,13800633.6,15017621.5,15381650.4,15239434.5,15474322.5,15649146.5,16005073.6,16048930,16189198.1
ZMB,3477336.2,3479916,3513920,3456297.2,4372516.4,5261134.5,5452675.2,5420003.4,5510559.6,5580203.2,5480445,5541952.5,5594820,5774808.3,6045327,6431950,6745900.6,6870078.6,7035195,7399896,7949782.4,8069082.5,8210323.8,8401070.6
ZWE,1233199.8,1254013.8,1733750,2739051.2,3197055.6,3672372,4049062.5,4474881,6031954.2,4978865.5,3872241.4,3193914,3018697.2,3492760,3886654.2,4381272.9,4917675,5478042,5928357,9122965.2,9403992,9638622,9820078.8,9888638.4
